"additionalInfo","object_uri","title","imageUrl","artist_uri","dimensions","technique_uri","technique","ethnicity_uri","enthnicity","artist_appellation_uri","artist","provenance"
"movie poster; Spike Lee, Director","","Malcolm X","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CX%2EBMP","","","","Paper","","African American","","Warner Brothers","Gift of Warner Bros. Pictures"
"movie poster; Steven Spielberg, Director","","The Color Purple","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CColor+Purple%2Ejpg","","40.75 x 27.25","","Paper","","African American","","Warner Brothers","Gift of Warner Bros. Pictures"
"Sheet music written by Sam Lewis, Joe. Young and Geo. W. Meyer; photo of man in Black face with a person in a donkey costume holding a bottle of whiskey, background is a drawing of a tropical island scene.","","""Where Did Robinson Crusoe Go With Friday on Saturday Night""","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CRobinsonCrusoe+copy%2Ejpg","","13.75"" x 10.5""","","Rotogravure","","American","","Waterson-Berlin & Snyder Co. Music Publishers","Gift of Edward T. Garcia"
"stage photograph of unidentified woman leaning against staircase banister","","Ken Renard Collection Stage Photography","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardE2%2Ebmp","","13"" H x 10"" W","","photograph","","African American","","Wayland M. Minot, Jr.","Gift of Vertenis Shephard"
"stage photograph featuring Ken Renard on far-right with (2) unidentified actors. Center figure is seated in a wheel chair and far-left actress portrays a housemaid.","","Ken Renard Collection Stage Photography","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardE3%2Ebmp","","10½"" H x 13¾"" W","","photograph","","African American","","Wayland M. Minot, Jr.","Gift of Vertenis Shephard"
"Seven-member band (two trombones, banjo, saxophone, trumpet, piano and drums) on a parade float for promoting ""greater movie season"". Lloyd Allen is the brother of Winslow F. Allen.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CAllen+Family%5CSolomon%27s%2Ejpg","","7"" H x 10"" W","","Gelatin silver print","","African American","","West slide and Photo Service","Gift of Gail M. Long of Hesperia, California"
"Postcard of the Dunbar Hotel in Los Angeles; ""115 Rooms--75 Rooms with Bath. Rates $1.00 Per Day and Up. Weekly Rates $5.00 and Up.""","","Dunbar Hotel  4225 So. Central Ave., Los Angeles, Cal.","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CDunbarHotel%2Ejpg","","3.5"" x 5.5""","","postcard","","African American","","Western Lithograph Co. Los Angeles","Collection of California African American Museum"
"A Harper's Weekly engraving that shows blacks cowering and praying in the cracked streets of Charleston after a strong earthquake occurred. In the back a fire can be seen burning a building.","","The Earthquake- A Street Scene in Charleston","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CtheEarthquake+copy%2Ejpg","","16 H x 11 W","","engraving on newsprint","","African American","","William Allen Rogers","Gift of Friends, The Foundation of the California African American Museum"
"One pound coffee tin depicting African American woman with kerchief serving coffee on a platter.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlack%5FAmericana%5CLuzianne%2EJPG","","5.5"" H x 4.25"" diameter","","Paper and foil on tin","","African American","","William B. Reily & Company (W.B.R. & Co., Inc.)","Gift of Anonymous donor"
"Painting depicting running man with umbrella.","","He Calls the Time","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FCallsTime%2Ejpg","","19.5"" H x 26"" W x 1.5"" D","","Watercolor on paper","","African American","","William E. Pajaud","Museum Purchase"
"Woman seated on chair shelling crawfish with turtle depicted in lower right corner.","","Swamp Woman","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FSwampWoman%2Ejpg","","29.5"" H x 48"" W x 2"" D","","Pastel on paper","","African American","","William E. Pajaud","Museum purchase"
"Image of daily life of residents of New Orleans, fish market depicted.","","Friday Night","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FFridayNight%2Ejpg","","20"" x 26""","","Lithograph","","African American","","William E. Pajaud","Gift of the Arts Council"
"Young girl shown seated on a floor.","","Ill Be A Woman Tomorrow","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FWomanTomorrow%2Ejpg","","26"" x 20""","","Lithograph","","African American","","William E. Pajaud","Gift of the Arts Council"
"African American man shown standing at a pool table with ""eight"" ball and pool stick. He wears a necktie and cap.","","Hustler","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FHustler%2Ejpg","","26"" x 20""","","Lithograph","","African American","","William E. Pajaud","Gift of the Arts Council"
"African American man shown in undershirt drinking a bowl of soup.","","Main St. Mission","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FMainStMission%2Ejpg","","26"" x 20""","","Lithograph","","African American","","William E. Pajaud","Gift of the Arts Council"
"African American couple shown outside of cabin with images of people in the windows.","","Family","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FFamily%2Ejpg","","20"" x 26""","","Lithograph","","African American","","William E. Pajaud","Gift of the Arts Council"
"African American woman wearing a kerchief is shown through a window of cabin with sunflowers visible alongside the window pane..","","O.C.'s Honey","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FOCHoney%2Ejpg","","20"" x 26""","","Lithograph","","African American","","William E. Pajaud","Gift of the Arts Council"
"Portrait of an African American woman wearing a hat and earrings.","","Wash Day","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FWashDay%2Ejpg","","26"" x 20""","","Lithograph","","African American","","William E. Pajaud","Gift of the Arts Council"
"People on Haitian street in bustling marketplace. A few women are carrying baskets of goods on their heads.","","Haitian Market","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHaitian+Market%2Ejpg","","24.5"" H x 20.25"" W x 1.25""","","Oil on board","","African American","","William Edouard Scott","Gift of Dr. Joan S. Wallace"
"Harper's Weekly engraving that portrays a middle-aged black man and a young black man hunting on a snowy Christmas Eve. A hare can be seen escaping, leaving snow prints behind as a stunned black boy holds a trap in his hand and his shocked father looks on.","","The Christmas Dinner Gone! Dar now! I done tole you so fust,","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CChristmasDinnerGone+copy%2Ejpg","","15.75 H x 10.5 W","","engraving on newsprint","","African American","","William Ludwell Sheppard","Gift of Friends, The Foundation of the California African American Museum"
"Speech delivered by Representative William Slade of Vermont to the U.S. House of Representatives on January 18 and 20, 1840. Printed by Gales and Seaton.","","The Right of Petition; The Power of Congress to Abolish Slavery and the Slave Trade in The District of Columbia; the Implied Faith of the North and the South to Each Other in Forming the Constitution; and the Principles, Purposes, and Prospects of Abolit","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CSlade%5FAbolitionPetition%2Ejpg","","9.875"" H x 6.375"" W","","Printed paper","","American","","William Slade","Gift of Edward T. Garcia"
"Black and white photograph of (L to R) Pat Hendricks, Tyne Daly, Ella Fitzgerald and Georg Stanford Brown","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CElla+Fitzgerald%5CHendricks%2Ejpg","","8 x 10""","","Photograph","","African American","","Willie Dooley","Gift of Patricia Munson-Hendricks"
"Smartly dressed standing African American woman, posed with her hand turning pages in a book with a chair behind her. Backdrop displays an outdoor staircase.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CAllen+Family%5CLeona+Allen%2Ejpg","","8"" H x 6"" W","","Gelatin silver print","","African American","","Witsen & Schwan","Gift of Gail M. Long of Hesperia, California"
"Staff figure, wood, Wurkun people, Nigeria, West Africa. Figure surmounts iron stake, kept in a hut at center of village, and set in ground to protect crops. Incised geometric patterning of forehead, articulated teeth, deeply carved abdomen and belly button-like delineation and protrusion from top of head.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CA102%2EJPG","","37.5"" x 4.5""","","Wood","","Wurkun","","Wurkun people of Nigeria","Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby"
"For most of his tenure as Mayor of Los Angeles (1973 - 1993) this portrait graced the walls of his office in city hall.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTom+Bradley%5COfficial+Portrait%2Ejpg","","61"" H x 50"" W x 4"" D","","Oil on canvas","","African American","","Yao Youxin","Gift of Ethel Arnold Bradley and daughters"
"Ere Ibeji twin figure, wood, Yoruba people, Nigeria, West Africa.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CF26%2EBMP","","","","Wood","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby"
"Divination tapper, Ifa priest taps against divination board at beginning of ceremony, calling on Orisha, god of human destiny. Slender pointed end, balanced on kneeling female figure, holdoing implement in front of her in supplicant pose to deity of personal destiny. Archaic style, excellent patina, erosion on right side of face.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CMA113%2EBMP","","12"" x 1½""","","Wood","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Figurative posts found in courtyards and verandas of chief's houses; male standing figure holds knife and axe in his hands.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHouse+Post%2Ejpg","","57"" H x 11"" W x 12"" D","","Wood and pigment","","Yoruba","","Yoruba people of Nigeria","Gift of National Collateral Corporation"
"Gelede headdress, wood, Yoruba people, Nigeria, West Africa. Red and black polychrome; corn-row hairdo","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5C1009%2EJPG","","6.5"" x 7""","","Wood and pigment","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby"
"Gelede headdress, wood, Yoruba people, Nigeria, West Africa. Egungun type, depicting stylized rabbit, danced for the mothers. Classic form, emphasis on gazing eyes, facial scarification. Islamic designs and talking drum.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CMA99%2EJPG","","16"" x 9""","","Wood and pigment","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby"
"Face mask, wood, Yoruba people, Nigeria, West Africa. Epa mask, simplistic face, kneeling figure on top.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CD13%2EJPG","","24"" x 7"" x 3""","","Wood and pigment","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby"
"Ere Ibeji figures, twin female figures, beautiful patina, conical hairstyle, beaded adornments added as symbols of wealth and prestige.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CF7A%2EBMP","","10"" x 3.5"" x 3.5""","","Wood","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Dorsal head, both female, indigo decoration on head.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CF27B%2EBMP","","10"" x 3¼""","","Wood","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Dorsal head, both female, indigo decoration on head.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CF27A%2EBMP","","10"" x 3¼""","","Wood","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Ere Ibeji figure. Aluminum and beaded armlets, bullet lead eyes, male/female. Decorations added by mother of twins to honor Ro, goddess and protector of mother of deceased.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CG81%2Ejpg","","10 x 3.25 x 3.5""","","Wood, pigment, aluminum and beads","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Ere Ibeji figure, Oyo-style figures, abstracted, exaggerated arm fors, two males, gnawed by rats.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CG35%2EBMP","","11½"" x 4¼"" x 3""","","Wood","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Ere Ibeji figure, Oyo-style figures, abstracted, exaggerated arm fors, two males, gnawed by rats.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CG36%2EBMP","","11"" x 4¼"" x 2½""","","Wood","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Ere Ibeji figure. Aluminum and beaded armlets, bullet lead eyes, male/female. Decorations added by mother of twins to honor Aro, goddess and protector of mother of deceased.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CG82%2Ejpg","","10 x 3.25 x 3.5""","","Wood, pigment, aluminum and beads","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Eshu figure, Shango standing devil, subject of Ifa ceremony, represents good and evil, phallic form of hair-do extends backwards, cowrie shells hang from neck, beaded long hat surmounted by bird, cowry, leather, wood, amulets among attachments.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CMA95C%2EBMP","","14"" x 4"" x 8""","","wood, leather, shell, adornments","","Yoruba","","Yoruba people of Nigeria","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
