"artistURI","objectURI","artworkTitle","birthDate","deathDate","dateOfStartOfCreation","dateOfEndOfCreation","dimensions","medium_URI","medium","classification_URI","classification","nationality_URI","nationality","artistAppellationURI","artistName","creditLine"
"","","And You Got His Grace Right?","1951","MetDoesntKnow","1982","1983","H. 14-3/4, W. 23-3/4, D. 5 inches (37.5 x 60.3 x 12.7 cm.)","","Painted clay, wire, and string on wood","","Paintings","","American","","Gary Jacobson","Arthur Hoppock Hearn Fund, 1984"
"","","Acoustics of Violins","MetDoesntKnow","MetDoesntKnow","1981","1981","Painting: 27.9 x 27.9cm (11 x 11in.); framed: 45.7 x 44.5cm (18 x 17 1/2 in.)","","Acrylic on canvas","","Paintings","","MetDoesntKnow","","Marvin Mattelson","Purchase, Carleen M. Hutchins Gift, in memory of Morton Aldrich Hutchins, 2006"
"","","The Recording of Precedents: Confucius and His Pupils Collate and Transcribe Documents in Their Favorite Grove; Color Study for Mural, Supreme Court Room, Minnesota State Capitol, Saint Paul","1835","1910","1903","1903","7 x 10 5/8 in. (17.8 x 27 cm)","","Gouache, watercolor, gum arabic, and graphite on tan wove paper","","Drawings","","American","","John La Farge","Bequest of Susan Dwight Bliss, 1966"
"","","Battle","1890","1976","1942","1942","H. 10-1/2, W. 8-5/8 inches (26.8 x 21.9 cm.)","","Tempera on Masonite","","Paintings","","American","","Mark Tobey","Anonymous Gift, in memory of Robert Glenn Price, 1954"
"","","Selini","1948","MetDoesntKnow","1987","1987","H. 48, W. 52 inches (121.9 x 132.1 cm.)","","Oil on canvas","","Paintings","","American","","Paul Manes","Purchase, PaineWebber Group, Inc. Gift, 1988"
"","","Gilding the Acrobats","1904","1999","1935","1935","H. 36-3/4, W. 18-1/2 inches (93.3 x 47 cm.)","","Tempera and oil on Masonite","","Paintings","","American","","Paul Cadmus","Arthur Hoppock Hearn Fund, 1950"
"","","Figures in the Forest","1884","1956","1908","1908","H. 18-1/8, W. 14-7/8 inches (46.0 x 37.8 cm.)","","Oil on canvas","","Paintings","","American","","Jerome Blum","Gift of Mrs. Frances Blum, 1966"
"","","Denise at Her Dressing Table","1844","1926","1908?","199","32 7/8 x 27 1/8 in. (83.5 x 68.9 cm)","","Oil on canvas","","Paintings","","American","","Mary Cassatt","Bequest of Gioconda King, 2004"
"","","The Celadon Vase","1881","1961","1933?","1933?","30 x 36in. (76.2 x 91.4cm) 36 1/2 x 42 1/2 x 1 5/8 in. (92.7 x 108 x 4.1 cm) (Frame)","","Oil on canvas","","Paintings","","MetDoesntKnow","","Max Weber","George A. Hearn Fund, 1934"
"","","Study Number 5 for Recollection of the Flood","1906","1992","1968","1968","H. 16-1/8, W. 20-5/8 inches (sight) (41 x 52.4 cm.)","","Enamel on Masonite","","Paintings","","MetDoesntKnow","","Peter Blume","George A. Hearn Fund, 1996"
"","","Docks on Sunday","1896","1984","1941?","1941?","H. 24, W. 30 inches (61 x 76.2 cm.)","","Oil on canvas","","Paintings","","American","","Joseph De Martini","Gift of New York City W. P. A., 1943"
"","","Design for marble and glass mosaic font","1848","1933","1902?","1915","15 3/8 x 11 3/4 in. (39 x 29.8 cm)","","Watercolor, gouache, and graphite on off-white wove paper iginal matt","","Drawings","","American","","Louis Comfort Tiffany","Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
"","","London Music Hall","1876","1953","1918","1918","10 x 12 in. (25.4 x 30.5 cm)","","Oil on canvas","","Paintings","","American","","Everett Shinn","George A. Hearn Fund, 1921"
"","","Still Life with Decoy","1938","MetDoesntKnow","1983","1983","H. 84, W. 100 inches (213.4 x 254 cm.)","","Oil on canvas","","Paintings","","American","","James Valerio","Purchase, Lila Acheson Wallace Gift, 1985"
"","","Vision from Oklahoma","1938","MetDoesntKnow","1981","1981","H. 66-1/4, W. 96-3/4 inches (168.3 x 245.7 cm.)","","Oil on canvas","","Paintings","","American","","John Tweddle","Edith C. Blum Fund, 1983"
"","","Colonel Richard Thomas","1749","1831","1796","1796","Sight: 2 7/8 x 2 5/16 in. (7.3 x 5.9 cm)","","Watercolor on ivory in gold locket","","Paintings","","American","","James Peale","Maria DeWitt Jesup Fund, 1931"
"","","Untitled No. 3","1928","MetDoesntKnow","1980","1980","H. 79, W. 119 inches (200.7 x 302.3 cm.)","","Acrylic, airbrush, and stencil on canvas","","Paintings","","American","","Paul Sarkisian","Gift of Frederick Weisman Foundation, 1983"
"","","George Heathcote","1755","1828","1785?","1785?","36 x 28 in. (91.4 x 71.1 cm)","","Oil on canvas","","Paintings","","American","","Gilbert Stuart","Gift of Heathcote Art Foundation, 1986"
"","","Pungent Distances","1912","1962","1961","1961","91 1/4 x 59 1/4 in. (231.8 x 150.5 cm)","","Magna on canvas","","Paintings","","American","","Morris Louis","The Muriel Kallis Steinberg Newman Collection, Gift of Muriel Kallis Newman, 2006"
"","","Mrs. William Thomas","1780","1840","1813?","1813?","34 1/8 x 27 1/8 in. (86.5 x 68.7 cm)","","Oil on canvas","","Paintings","","MetDoesntKnow","","John Wesley Jarvis","Bequest of Kate d'A. Bonner, 1962"
"","","The Street","1913","1980","1977","1977","69 x 110 3/4 in. (175.3 x 281.3 cm)","","Oil on canvas","","Paintings","","American","","Philip Guston","Purchase, Lila Acheson Wallace and Mr. and Mrs. Andrew Saul Gifts, Gift of George A. Hearn, by exchange, and Arthur Hoppock Hearn Fund, 1983"
"","","Mountain Scene","1830","1902","1880","1890","14 3/4 x 21 in. (37.5 x 53.3 cm)","","Oil on paper","","Paintings","","American","","Albert Bierstadt","Gift of Mrs. J. Augustus Barnard, 1979"
"","","Two Arab Women","1856","1925","1905?","1905?","21 x 25 1/4 in. (53.3 x 64.1 cm)","","Oil on canvas","","Paintings","","American","","John Singer Sargent","Gift of Mrs. Francis Ormond, 1950"
"","","Sun Shower","1849","1937","by1912","by1912","36 3/4 x 52 3/8 in. (93.3 x 133 cm)","","Oil on canvas","","Paintings","","American","","Charles Melville Dewey","Arthur Hoppock Hearn Fund, 1920"
"","","Design for trapezoidal panel","1848","1933","late19th","early20thcentury","Overall: 16 15/16 x 13 9/16 in. (43 x 34.4 cm) Other (Design): 14 7/16 x 12 5/16 in. (36.7 x 31.3 cm)","","Watercolor, gouache and graphite on paper mounted on board","","Drawings","","American","","Louis Comfort Tiffany","Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
"","","Waiter II","1964","MetDoesntKnow","1998","1998","H. 48, W. 48 in. (121.9 x 121.9 cm)","","Photo screenprint on polyester with brush applied acrylic fabric dye","","Paintings","","American","","Matthew Weinstein","Purchase, Charles Cowles Gift, 1999"
"","","Pictograph","1903","1974","1948","1948","H. 18, W. 24 inches (45.7 x 61 cm.)","","Gouache, oil pastel, ink, and graphite on paper","","Drawings","","American","","Adolph Gottlieb","Purchase, Mr. and Mrs. Arthur Wiesenberger Fund, by exchange, 1994"
"","","Mrs. William F. Milton","1849","1921","1881","1881","32 x 24 in. (81.3 x 61 cm)","","Oil on canvas","","Paintings","","American","","Abbott H. Thayer","Gift of Mrs. William F. Milton, 1923"
"","","Untitled (CXXXII)","1926","MetDoesntKnow","1978","1978","Dia: 60-1/4 inches (153.4 cm.)","","Cut and pasted papers mounted on wood","","Paintings","","American","","Robert Courtright","Gift of Baron H. H. Thyssen-Bornemisza, 1980"
"","","Landscape with Figures","1876","1952","1914","1914","H. 20, W. 17 inches (50.8 x 43.2 cm.)","","Oil on canvas","","Paintings","","American","","Kenneth Hayes Miller","Gift of students and admirers of the artist, 1927"
"","","Thomas Storm","1788","1865","1830?","1830?","32 x 26 in. (81.3 x 66 cm)","","Oil on canvas","","Paintings","","MetDoesntKnow","","Ammi Phillips","Bequest of Edgar William and Bernice Chrysler Garbisch, 1979"
"","","Untitled (Head)","1917","2010","1951?","1951?","21 1/4 x 18 1/4 in. (54 x 46.4 cm)","","Enamel on paper, mounted on linen","","Paintings","","American","","Nicolas Carone","The Muriel Kallis Steinberg Newman Collection, Gift of Muriel Kallis Newman, 2006"
"","","John Brown","1897","1946","1939","1939","H. 69, W. 45 inches (175.3 x 114.3 cm.)","","Oil on canvas","","Paintings","","American","","John Steuart Curry","Arthur Hoppock Hearn Fund, 1950"
"","","Untitled","1910","1962","1956?","1956?","H. 10-1/4, W. 10-1/4 inches (26 x 26 cm.)","","Oil, ink, cut, torn and pasted paper on paper","","Drawings","","American","","Franz Kline","Gift of Ren�e and David McKee, 1984"
"","","White Flag","1930","MetDoesntKnow","1955","1955","78 5/16 x 120 3/4in. (198.9 x 306.7cm)","","Encaustic, oil, newsprint, and charcoal on canvas","","Paintings","","American","","Jasper Johns","Purchase, Lila Acheson Wallace, Reba and Dave Williams, Stephen and Nan Swid, Roy R. and Marie S. Neuberger Foundation Inc., Louis and Bessie Adler Foundation Inc., Paula Cussi, Maria-Gaetana Matisse, The Barnett Newman Foundation, Jane and Robert Carroll, Eliot and Wilson Nolen, Mr. and Mrs. Derald H. Ruttenberg, Ruth and Seymour Klein Foundation Inc., Andrew N. Schiff, The Cowles Charitable Trust, The Merrill G. and Emita E. Hastings Foundation, John J. Roche, Molly and Walter Bareiss, Linda and Morton Janklow, Aaron I. Fleischman, and Linford L. Lougheed Gifts, and gifts from friends of the Museum; Kathryn E. Hurd, Denise and Andrew Saul, George A. Hearn, Arthur Hoppock Hearn, Joseph H. Hazen Foundation Purchase, and Cynthia Hazen Polsky and Leon B. Polsky Funds; Mayer Fund; Florene M. Schoenborn Bequest; Gifts of Professor and Mrs. Zevi Scharfstein and Himan Brown, and other gifts, bequests, and funds from various donors, by exchange, 1998"
"","","Adult Funeral Procession","1800?","1880","1870s","1870s","6 x 9 1/4 in. (15.2 x 23.5 cm)","","Oil on slate paper","","Paintings","","American","","William P. Chappel","The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954"
"","","Mary Ann Garrits","1806","1875","1834","1834","33 x 26 in. (83.8 x 66 cm)","","Oil on canvas","","Paintings","","American","","Frederick R. Spencer","Gift of Mrs. Emma W. Englander, 1928"
"","","Flowers, Fish, and Females","1933","MetDoesntKnow","1984","1984","H. 90-1/2, W. 287 inches (229.9 x 729.0 cm.)","","Oil on canvas","","Paintings","","American","","James Rosenquist","Gift of Tom Margittai and Paul Kovi, 1995"
"","","Cartoon","1914","1981","1960","1960","H. 63, W. 87 inches (160 x 221 cm.)","","Oil on canvas","","Paintings","","American","","Sylvia Carewe","Gift of the designer, 1981"
"","","Across the Campagna","1825","1894","1872","1872","6 13/16 x 10 5/16 in. (17.3 x 26.2 cm)","","Watercolor, gouache, and graphite on off-white wove paper","","Drawings","","American","","George Inness","Bequest of Susan Dwight Bliss, 1966"
"","","Little Girl with Flowers (Amelia Palmer)","1786","1863","1830?","1830?","67 7/8 x 53 1/4 in. (172.4 x 135.3 cm)","","Oil on canvas","","Paintings","","MetDoesntKnow","","Charles Cromwell Ingham","Gift of Courtlandt Palmer, 1950"
"","","Portiere","1848","1933","1890?","1902","Overall: 21 1/4 x 13 3/8 in. (54 x 34 cm) Design: 11 7/16 x 5 3/8 in. (29 x 13.7 cm)","","Watercolor, gouache, and graphite on off-white wove paper mounted to a paper-faced board","","Drawings","","American","","Louis Comfort Tiffany","The Elisha Whittelsey Collection, The Elisha Whittesley Fund,1953"
"","","Coast Scene, Isles of Shoals","1859","1935","1901","1901","24 7/8 x 30 1/8 in. (63.2 x 76.5 cm)","","Oil on canvas","","Paintings","","American","","Childe Hassam","Gift of George A. Hearn, 1909"
"","","Houses on a Barge","1886","1967","1929","1929","H. 16, W. 21 inches (40.6 x 33.3 cm.)","","Oil on canvas","","Paintings","","American","","Helen Torr","Gift of Cynthia Hazen Polsky, 1988"
"","","Kenneth Callahan painting on cardboard, 1947","1905","1986","20thcentury","20thcentury","13 1/2 x 12 1/2 in. (34.3 x 31.8 cm)","","Painting","","Paintings","","American","","Kenneth Callahan","Bequest of Phyllis Massar, 2011"
"","","Roses with a Glass Goblet and a Cast of Giovanni Bologna's Venus after the Bath","1852","1919","1884","1884","17 7/16 x 12 1/8 in. (44.3 x 30.8 cm)","","Pencil, watercolor, and gouache on paper","","Drawings","","American","","Julian Alden Weir","Jointly owned by The Metropolitan Museum of Art and Erving and Joyce Wolf, 1978"
"","","Sand Bank with Willows, Magnolia","1824","1879","1877","1877","24 x 42 in. (61 x 106.7 cm)","","Oil on canvas","","Paintings","","American","","William Morris Hunt","Gift of Francis M. Weld, 1938"
"","","Verifying Dissonant Statistics","1950","MetDoesntKnow","1981","1981","H. 21-5/8, W. 27-5/8 inches (54.9 x 70.2 cm.)","","Oil on canvas","","Paintings","","American","","Randy Dudley","Arthur Hoppock Hearn Fund, 1983"
"","","From Jerusalem","1856","1925","1905","196","12 x 17 7/8 in. (30.5 x 45.4 cm)","","Watercolor, gouache, and graphite on off-white wove paper","","Drawings","","American","","John Singer Sargent","Gift of Mrs. Francis Ormond, 1950"
"","","The Grandmother Tree, near Middletown, Long Island","1818","1893","1858","1858","15 7/8 x 12 15/16 in. (40.3 x 32.9 cm)","","Watercolor, gouache, and graphite on off-white wove paper","","Drawings","","MetDoesntKnow","","William Rickarby Miller","Gift of Mrs. A. M. Miller, 1893"
"","","Western Civilization, Drawing #3","1933","2004","1987","1987","Overall: H. 45, W. 60 inches (114.3 x 152.4 cm.) 2 sheets, each:H. 44, W. 30 inches (111.8 x 76.2 cm.)","","Charcoal and oil pastel on paper","","Drawings","","American","","Viola Frey","Gift of Hoffman Greenwald Family: Nancy Hoffman, Rebecca Hoffman Greenwald and Peter N. Greenwald, 1993"
"","","Panorama of Roman Campagna, Nov. 12, 1868 (from Sketchbook)","1828","1891","1868","1868","4 1/2 x 9 in. (11.4 x 22.9 cm)","","Graphite, white gouache, on blue paper","","Drawings","","American","","Jervis McEntee","Morris K. Jesup Fund, 1982"
"","","Dr. Scholl's Corns","1928","1987","1961","1961","48 x 40 in. (121.9 x 101.6 cm)","","Casein and wax crayon on canvas","","Paintings","","American","","Andy Warhol","Gift of Halston, 1982"
"","","Joseph Donaldson","1741","1827","1776","1776","1 3/8 x 1 1/8 in. (3.4 x 2.8 cm)","","Watercolor on ivory in gold locket","","Paintings","","American","","Charles Willson Peale","Gift of Gloria Manney, 2006"
"","","Adagio","1900","1982","1953","1953","H. 80, W. 28 inches (198 x 71.1 cm.)","","Oil on canvas","","Paintings","","MetDoesntKnow","","Jack Tworkov","Anonymous Gift, 1955"
"","","The Last Moments of John Brown","1840","1895","1882","1884","77 3/8 x 66 1/4 in. (196.5 x 168.3 cm)","","Oil on canvas","","Paintings","","MetDoesntKnow","","Thomas Hovenden","Gift of Mr. and Mrs. Carl Stoeckel, 1897"
"","","Untitled","1912","1980","1948?","1948?","H. 9-5/8, W. 7-5/8 inches (24.4 x 19.4 cm.)","","Gouache on graph paper","","Drawings","","American","","Tony Smith","Purchase, The Barnett Newman Foundation Gift, 1996"
"","","Menorah","1945","MetDoesntKnow","1995","1995","H. 14, W. 11-1/8 inches (35.6 x 28.3 cm.)","","Gouache and colored pencil on paper","","Drawings","","American","","Mark Podwal","Purchase, Gift of 134 Artists, by exchange, 1996"
"","","John and Louisa Stock","1815","1855","1845","1845","50 1/4 x 40 in. (127.6 x 101.6 cm)","","Oil on canvas","","Paintings","","MetDoesntKnow","","Joseph Whiting Stock","Gift of Edgar William and Bernice Chrysler Garbisch, 1966"
"","","The Harp Player (A Solo)","1856","1919","1888","1888","30 x 17 7/8 in. (76.2 x 45.4 cm)","","Oil on canvas","","Paintings","","American","","Kenyon Cox","Rogers Fund, 1912"
"","","Portrait of the Marquis de Lafayette","1826","1899","1850","1880","5 x 5 3/4 in. (12.7 x 14.6 cm)","","Oil on wood","","Paintings","","MetDoesntKnow","","William P. Babcock","Gift of William H. Huntington, 1883"
"","","Fay's Kitchen","1944","MetDoesntKnow","1971","1971","H. 29, W. 33 inches (73.7 x 83.8 cm)","","Oil on Masonite","","Paintings","","American","","Chuck Forsman","Gift of Adam Baumgold, 1983"
"","","Asmat Artisan","MetDoesntKnow","MetDoesntKnow","mid-20thcentury","mid-20thcentury","H x W: 10 x 12in. (25.4 x 30.5cm)","","Canvas, paint","","Paper-Paintings","","MetDoesntKnow","","Lunda Hoyle Gill","Gift of Lunda Hoyle Gill in honor of Mr. and Mrs. William M. Beard, 1982"
"","","Open Number 35 (Raw Umber)","1915","1991","1968","1968","H. 76, W. 144 inches (193 x 365.8 cm.)","","Polymer paint and charcoal on canvas","","Paintings","","American","","Robert Motherwell","Anonymous Gift, 1969"
"","","Dress Parade (from Sketchbook)","1834","1903","1852?","1852?","5 x 3 1/4 in. (12.7 x 8.3 cm)","","Brown ink, gouache and graphite on greenish-brown wove paper","","Drawings","","American","","James McNeill Whistler","Gift of Margaret C. Buell, Helen L. King, and Sybil A. Walk, 1970"
"","","Artist at Rest","1905","2003","1963","1963","H. 22, W. 28 inches (55.9 x 71.1 cm.)","","Oil on canvas board","","Paintings","","American","","Sally M. Avery","Gift of the artist, 1990"
"","","Francis Brinley","1688","1751","1729","1729","50 x 39 1/4 in. (127 x 99.7 cm)","","Oil on canvas","","Paintings","","MetDoesntKnow","","John Smibert","Rogers Fund, 1962"
"","","Untitled (Head)","1935","MetDoesntKnow","1959","1959","Diam.: 14 in. (35.6 cm) H: 10 in. (25.4 cm)","","Oil on plaster over wire armature of electric fan","","Sculpture","","American","","Jim Dine","Gift of Stanley Posthorn, 2007"
"","","Flag of Hudson Avenue No.2","1944","2005","1976","1976","H. 88, W. 90 inches (223.5 x 228.6 cm.)","","Acrylic and thread on canvas","","Paintings","","American","","Alan Shields","Gift of Joel and Anne Ehrenkranz, 1984"
"","","Still Life with Walnuts","1893","1959","1937","1937","H. 24, W. 19-7/8 inches (61 x 50.5 cm.)","","Oil on canvas board","","Paintings","","MetDoesntKnow","","George Grosz","George A. Hearn Fund, 1939"
"","","Chelsea Embankment, London","1903","1988","1932","1932","37.8 x 48.3 cm (14 7/8 x 19 in. )","","Oil on canvas","","Paintings","","American","","Hanns Skolle","Walker Evans Archive, 1994"
"","","Allan Melville","1775","1849","1810","1810","8 7/8 x 6 3/4 in. (22.5 x 17.1 cm)","","Watercolor, gouache, and graphite on smooth surfaced off-white wove paper","","Drawings","","American","","John Rubens Smith","Bequest of Charlotte E. Hoadley, 1946"
