"Artist_uri","Object_URI","Label_on_page","origin","title","image_url","dates","birth_year","death_year","dimension","technique_uri","technique","label_type_uri","origin_type_uri","nationality_uri","nationality","Artist_appellation_uri","name","credit_line"
"","","In 1980, Venturi sent Alessi a proposal for this ""stylized traditional"" service, in which every piece was inspired by a silver form from a different historical period. Each was intended to be decorated according to its historical model and colored. ""You will see that I have kept the historical symbolism,"" Venturi wrote to Alessi, ""but made the aesthetic involve a more disparate eclecticism with a more or less Rococo coffee pot, a Queen Anne tea pot, a Neo-Classical sugar bowl and Art Nouveau cream pitcher. The Piazza Campidoglio remains the tray."" The service was introduced in 1983.","Made in United States, North and Central America","Milk Pot from a Tea and Coffee Service","http://www.philamuseum.org/images/cad/large/1986-15-3-ov.jpg","Designed 1980-83; made 1985","","","4 3/4 x 4 13/16 x 2 3/4 inches (12 x 12.2 x 7 cm)
Weight: 10 ounces 16.5 dwt 5.5 g","","Silver with gilt decoration","","","","American","","Designed by Robert Venturi","Purchased with the Richardson Fund, 1986"
"","","","Made in United States, North and Central America","Flatware","http://www.philamuseum.org/images/cad/large/1993-141-1a--e-ov.jpg","Designed c. 1992","","","Length (Knife): 9 1/2 inches (24.1 cm)
Length (Fork): 8 inches (20.3 cm)
Length (Salad fork): 7 inches (17.8 cm)
Length (Teaspoon): 6 1/4 inches (15.9 cm)
Length (Soup spoon): 7 inches (17.8 cm)","","Stainless steel","","","","American","","Designed by Robert Venturi","Gift of Swid Powell and Reed & Barton, 1993"
"","","","Made in New York City, New York, United States, North and Central America","Gingham Floral Fabric","http://www.philamuseum.org/images/cad/large/2000-84-2.jpg","Designed 1989-91","","","54 x 144 inches (137.2 x 365.8 cm)","","Cotton","","","","American","","Designed by Robert Venturi","Gift of DesignTex Inc., 2000"
"","","","Made in New York City, New York, United States, North and Central America","Raku Fabric","http://www.philamuseum.org/images/cad/large/2000-84-1.jpg","Designed 1989-91","","","Length: 144 inches (365.8 cm)","","Cotton","","","","American","","Designed by Robert Venturi","Gift of DesignTex Inc., 2000"
"","","In 1980, Venturi sent Alessi a proposal for this ""stylized traditional"" service, in which every piece was inspired by a silver form from a different historical period. Each was intended to be decorated according to its historical model and colored. ""You will see that I have kept the historical symbolism,"" Venturi wrote to Alessi, ""but made the aesthetic involve a more disparate eclecticism with a more or less Rococo coffee pot, a Queen Anne tea pot, a Neo-Classical sugar bowl and Art Nouveau cream pitcher. The Piazza Campidoglio remains the tray."" The service was introduced in 1983.","Made in United States, North and Central America","Coffeepot from a Tea and Coffee Service","http://www.philamuseum.org/images/cad/large/1986-15-1a,b-ov.jpg","Designed 1980-83; made 1985","","","8 7/8 x 7 3/4 inches (22.6 x 19.7 cm)
Weight: 28 ounces 1 dwt","","Silver with gilt decoration","","","","American","","Designed by Robert Venturi","Purchased with the Richardson Fund, 1986"
"","","","Made in United States, North and Central America","Carving Set: Knife and Fork","http://www.philamuseum.org/images/cad/large/1992-39-1a,b-ov.jpg","c. 1989","","","Knife (Length): 13 inches (33 cm)
Fork (Length): 10 inches (25.4 cm)","","Silver plate and stainless steel","","","","American","","Designed by Robert Venturi","Gift of Robert Venturi, 1992"
"","","","Made in United States, North and Central America","Buffet Plate from the ""Flowers"" Service","http://www.philamuseum.org/images/cad/large/1993-140-1-neh.jpg","Designed c. 1993","","","1 1/8 x 12 1/4 inches (2.9 x 31.1 cm)","","Porcelain with overglaze transfer-printed decoration","","","","American","","Designed by Robert Venturi","Gift of Swid Powell, 1993"
"","","Venturi translated the carved ornament of an eighteenth-century Sheraton chair into a two-dimensional, stenciled pattern, producing a gentle parodya cartoon composition of elementary lines, shapes, and colors.","Made in United States, North and Central America","""Sheraton"" Chair","http://www.philamuseum.org/images/cad/large/1986-152-1view3.jpg","Designed 1978-84; made 1985","","","33 1/4 x 21 3/4 x 23 1/2 inches (84.5 x 55.2 x 59.7 cm)
Height (to seat): 17 inches (43.2 cm)","","Bent laminated wood, plastic laminate with applied pattern, upholstery","","","","American","","Designed by Robert Venturi","Gift of Collab: The Group for Modern and Contemporary Design at the Philadelphia Museum of Art, 1986"
"","","Like the dashes in the Grandmother fabric, the Notebook pattern was inspired by standard stationers' supplies, but according to Denise Scott Brown, it evolved ""to look more like the black-and-white blobs on the covers of composition notebooks that American children use in school.""","Made in Philadelphia, Pennsylvania, United States, North and Central America","""Notebook"" Fabric","http://www.philamuseum.org/images/cad/large/1987-99-1.jpg","Designed 1981-84","","","56 inches x 9 feet (142.2 x 274.3 cm)","","Print on cotton","","","","American","","Designed by Robert Venturi","Gift of Collab: The Group for Modern and Contemporary Design at the Philadelphia Museum of Art, 1987"
"","","The Grandmother design was adapted from a flowered tablecloth that had belonged to an associate's grandmother. A pattern of black dashes, inspired by the conventional lining of business envelopes, was superimposed over the floral design. ""We wanted a pattern here that was explicitly pretty in its soft, curvy configurations and sweet combinations of colors,"" Venturi wrote, ""and represented as well something with nice associations, those of flowers. By juxtaposing the two patterns, the dashes and grandmother-tablecloth, we achieved design involving dramatic contrasts of scale, rhythm, color, and association.""","Made in United States, North and Central America","""Grandmother"" Fabric","http://www.philamuseum.org/images/cad/large/1987-99-2.jpg","Designed 1981-84","","","108 x 56 inches (274.3 x 142.2 cm)","","Print on cotton","","","","American","","Designed by Robert Venturi","Gift of Collab: The Group for Modern and Contemporary Design at the Philadelphia Museum of Art, 1987"
"","","This chair was hand-painted by the Philadelphia artist R. Michael Wommack for the first public exhibition of the firm's Knoll furniture at the Knoll showroom in New York in May 1984. The allover design was adapted from an abstract, multicolored pattern by the Italian designer Paola Navone, who was inspired in its creation by television static.","Made in United States, North and Central America","""Gothic Revival"" Chair","http://www.philamuseum.org/images/cad/large/1999-158-1.jpg","Designed 1979-1984; made 1984","","","40 3/4 x 20 1/4 x 23 inches (103.5 x 51.4 x 58.4 cm)","","Bent laminated wood and painted plastic laminate","","","","American","","Designed by Robert Venturi","Gift of Marion Boulton Stroud, 1999"
"","","","Made in United States, North and Central America","""Flowers"" Cup and Saucer","http://www.philamuseum.org/images/cad/large/1993-140-3a,bderiv.jpg","Designed c. 1993","","","Cup: 2 1/4 × 3 1/4 × 4 1/2 inches (5.7 × 8.3 × 11.4 cm)
Saucer: 6 1/4 inches (15.9 cm)","","Porcelain with overglaze transfer-printed decoration","","","","American","","Designed by Robert Venturi","Gift of Swid Powell, 1993"
"","","","Made in United States, North and Central America","""Flowers"" Dinner Plate","http://www.philamuseum.org/images/cad/large/1993-140-2.jpg","Designed c. 1993","","","Diameter: 12 1/4 inches (31.1 cm)","","Porcelain with overglaze transfer-printed decoration","","","","American","","Designed by Robert Venturi","Gift of Swid Powell, 1993"
"","","","Made in New York City, New York, United States, North and Central America","""Dots"" Fabric","http://www.philamuseum.org/images/cad/large/2000-84-3.jpg","Designed 1989-91","","","54 x 144 inches (137.2 x 365.8 cm)","","Cotton","","","","American","","Designed by Robert Venturi","Gift of DesignTex Inc., 2000"
"","","","Made in United States, North and Central America","""Chippendale"" Chair","http://www.philamuseum.org/images/cad/large/1985-94-4.jpg","Designed 1978-84; made 1985","","","37 1/2 x 23 1/8 x 18 1/2 inches (95.3 x 58.7 x 47 cm)
Seat height: 15 3/4 inches (40 cm)","","Bent laminated wood; plastic laminate","","","","American","","Designed by Robert Venturi","Gift of Collab: The Group for Modern and Contemporary Design at the Philadelphia Museum of Art, 1985"
"","","","Photograph taken in Percé, Percé, Quebec, Gaspé, Canada, North and Central America","Boats on the Shore (Sails and Clouds), Percé, Gaspé","http://www.philamuseum.org/images/cad/large/2009-160-15-pdp.jpg","1929 (negative); 1929 (print)","","","Image: 4 5/8 x 3 11/16 inches (11.8 x 9.3 cm)
Sheet: 4 15/16 x 4 inches (12.6 x 10.2 cm)","","Gelatin silver print","","","","American","","Paul Strand","© Estate of Paul Strand"
"","","","Made in United States, North and Central America","Woven Textile","http://www.philamuseum.org/images/cad/large/1983-42-1-pma.jpg","1953","","","58 x 35 3/4 inches (147.3 x 90.8 cm)","","Wool plain weave","","","","American.MadebyKnollTextiles","","Designed by Evelyn Hill Anselevicius","Gift of Mr. and Mrs. George Anselevicius, 1983"
"","","","Made in United States, North and Central America","Woven Textile","http://www.philamuseum.org/images/cad/large/1983-42-2-pma.jpg","1951","","","104 x 35 inches (264.2 x 88.9 cm)","","Wool, viscose, rayon, synthetic raffia","","","","American.MadebyKnollTextiles","","Designed by Evelyn Hill Anselevicius","Gift of Mr. and Mrs. George Anselevicius, 1983"
"","","","Made in Boston, Massachusetts, United States, North and Central America","Coat of Arms of the Andrews Family","http://www.philamuseum.org/images/cad/large/1956-68-42.jpg","c. 1750","","","21 x 19 inches (53.3 x 48.3 cm)","","Silk satin weave with silk and gilt thread embroidery in couching, stem, and encroaching satin stitches and laid work","","","","American","","Made by Hannah Andrews","Gift of the Heirs of Samuel Breck, 1956"
"","","","Made in Mexico, North and Central America","Sampler","http://www.philamuseum.org/images/cad/large/2000-8-4-rec.jpg","1838","","","19 1/2 x 19 inches (49.5 x 48.3 cm)","","Ivory linen plain weave with multicolored silk embroidery in cross, gobelin and satin stitches; pink silk satin ribbon; white silk braid with fringe","","","","MexicanorSpanish","","Teresa Alonso","or Spain, Europe"
"","","","Made in Concord, New Hampshire, United States, North and Central America","Sampler","http://www.philamuseum.org/images/cad/large/1969-288-191-dept.jpg","Early 19th century","","","13 x 12 1/2 inches (33 x 31.8 cm)","","Silk on canvas; cross, feather, and satin stitches","","","","American","","Embroidered by Hannah Abbott","Whitman Sampler Collection, gift of Pet, Incorporated, 1969"
"","","","Made in United States, North and Central America","Woven Textile","http://www.philamuseum.org/images/cad/large/1983-42-2-pma.jpg","1951","","","104 x 35 inches (264.2 x 88.9 cm)","","Wool, viscose, rayon, synthetic raffia","","","","American.MadebyKnollTextiles","","Designed by Evelyn Hill Anselevicius","Gift of Mr. and Mrs. George Anselevicius, 1983"
"","","","Made in United States, North and Central America","Woven Textile","http://www.philamuseum.org/images/cad/large/1983-42-1-pma.jpg","1953","","","58 x 35 3/4 inches (147.3 x 90.8 cm)","","Wool plain weave","","","","American.MadebyKnollTextiles","","Designed by Evelyn Hill Anselevicius","Gift of Mr. and Mrs. George Anselevicius, 1983"
"","","","Made in Boston, Massachusetts, United States, North and Central America","Coat of Arms of the Andrews Family","http://www.philamuseum.org/images/cad/large/1956-68-42.jpg","c. 1750","","","21 x 19 inches (53.3 x 48.3 cm)","","Silk satin weave with silk and gilt thread embroidery in couching, stem, and encroaching satin stitches and laid work","","","","American","","Made by Hannah Andrews","Gift of the Heirs of Samuel Breck, 1956"
"","","","Made in United States, North and Central America","Woven Textile","http://www.philamuseum.org/images/cad/large/1983-42-1-pma.jpg","1953","","","58 x 35 3/4 inches (147.3 x 90.8 cm)","","Wool plain weave","","","","American.MadebyKnollTextiles","","Designed by Evelyn Hill Anselevicius","Gift of Mr. and Mrs. George Anselevicius, 1983"
"","","","Made in United States, North and Central America","Woven Textile","http://www.philamuseum.org/images/cad/large/1983-42-2-pma.jpg","1951","","","104 x 35 inches (264.2 x 88.9 cm)","","Wool, viscose, rayon, synthetic raffia","","","","American.MadebyKnollTextiles","","Designed by Evelyn Hill Anselevicius","Gift of Mr. and Mrs. George Anselevicius, 1983"
"","","","Made in Concord, New Hampshire, United States, North and Central America","Sampler","http://www.philamuseum.org/images/cad/large/1969-288-191-dept.jpg","Early 19th century","","","13 x 12 1/2 inches (33 x 31.8 cm)","","Silk on canvas; cross, feather, and satin stitches","","","","American","","Embroidered by Hannah Abbott","Whitman Sampler Collection, gift of Pet, Incorporated, 1969"
"","","","Made in Mexico, North and Central America","Sampler","http://www.philamuseum.org/images/cad/large/2000-8-4-rec.jpg","1838","","","19 1/2 x 19 inches (49.5 x 48.3 cm)","","Ivory linen plain weave with multicolored silk embroidery in cross, gobelin and satin stitches; pink silk satin ribbon; white silk braid with fringe","","","","MexicanorSpanish","","Teresa Alonso","or Spain, Europe"
"","","","Made in Mexico, North and Central America","Sampler","http://www.philamuseum.org/images/cad/large/2000-8-4-rec.jpg","1838","","","19 1/2 x 19 inches (49.5 x 48.3 cm)","","Ivory linen plain weave with multicolored silk embroidery in cross, gobelin and satin stitches; pink silk satin ribbon; white silk braid with fringe","","","","MexicanorSpanish","","Teresa Alonso","or Spain, Europe"
"","","","Made in Boston, Massachusetts, United States, North and Central America","Coat of Arms of the Andrews Family","http://www.philamuseum.org/images/cad/large/1956-68-42.jpg","c. 1750","","","21 x 19 inches (53.3 x 48.3 cm)","","Silk satin weave with silk and gilt thread embroidery in couching, stem, and encroaching satin stitches and laid work","","","","American","","Made by Hannah Andrews","Gift of the Heirs of Samuel Breck, 1956"
"","","","Made in Concord, New Hampshire, United States, North and Central America","Sampler","http://www.philamuseum.org/images/cad/large/1969-288-191-dept.jpg","Early 19th century","","","13 x 12 1/2 inches (33 x 31.8 cm)","","Silk on canvas; cross, feather, and satin stitches","","","","American","","Embroidered by Hannah Abbott","Whitman Sampler Collection, gift of Pet, Incorporated, 1969"
"","","","Made in Philadelphia, Pennsylvania, United States, North and Central America","Creamer","http://www.philamuseum.org/images/cad/large/2005-68-1-ov.jpg","c. 1800","","","6 5/8 x 4 7/8 inches (16.8 x 12.4 cm)
Diameter (of base): 2 5/8 inches (6.7 cm)
Weight: 5 ounces (0.14 kg)","","Silver","","","","American(bornScotland)","","John Aitken","Gift of the McNeil Americana Collection, 2005"
