"artist_uri","object_uri","title","image_url","birth_date","death_date","made","dim","nationality_URI","nationality","artist_appellation_uri","artist","prov"
"","","Study After Giovanni Battista Tiepolo: Triumph of Marcus Aurelius (from the Palazzo Dolfin),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.108.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Italian Artist: Allegory of Fortitude (from the Palazzo Capodimonte),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.005.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: Pretty Teacher!,","http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.02.09.G","","","c. 1798","plate: 21 x 15 cm. (8 1/4 x 5 7/8 in); sheet: 25.8 x 19.4 cm. (10 3/16 x 7 5/8 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Swallow It, Dog,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.58.G","","","1799","plate: 21 x 15 cm. (8 1/4 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Rightly or Wrongly,","http://images.nortonsimon.org/viewer/index.php?id=F.1968.03.02.G","","","1863","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.1 x 32.4 cm. (9 1/2 x 12 3/4 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Swallow It, Dog,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.58.G","","","1799","plate: 21 x 15 cm. (8 1/4 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Sleep Overcomes Them,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.34.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: She Prays for Her,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.31.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Sleep Overcomes Them,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.34.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: She Prays for Her,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.31.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: She Fleeces Him,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.35.G","","","c. 1798","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: She Fleeces Him,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.35.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Pretty Teachings,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.15.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Pretty Teachings,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.15.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Pretty Teacher!,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.68.G","","","1799","plate: 21 x 15 cm. (8 1/4 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study after Giovanni Benedetto Castiglione: Four Groups of Fauns (from the Collection of Console Smith),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.093.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Il Correggio: The Martyrdom of Saints Placide, Flavie, Eutychius, and Victorin (from the Del Bono Chapel, Church of St. John the Evangelist),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.061.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Il Correggio: Madonna and Child with Saints Jerome and Mary Magdalene (Il Giorno) (from Accademia de Belle Arti),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.060.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Guido Reni: St. Rocco in Prison (from the Galleria Estense),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.057.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Guercino: Martyrdom of St. Peter (from the Galleria Estense),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.054.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Guido Reni: Purification of the Virgin (from the Cathedral),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.058.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: Tale-Bearers -- Blasts of Wind,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.48.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Study After Guido Cagnacci: Venus Conquered by Love (from the Palazzo Zambeccari),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.053.D","","","1760-61","comp: 7-3/8 x 9-1/4 in. (18.7 x 23.5 cm); sheet: 13 x 17-3/4 in. (33 x 45.1 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Guercino: Aurora (from the Casino Dell'Aurora),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.027.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giulio Romano: Two Groups of Figures from the Myth of Psyche (from the Palazzo del Te, Sala di Psiche),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.073.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giulio Romano: Bacchus and Ariadne (from the Palazzo del Te, Sala di Psiche),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.076.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giulio Romano: Venus in Her Chariot (from the Palazzo del Te, Sala de Psiche),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.074.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giulio Romano: Juno in Her Chariot (from the Palazzo del Te, Sala de Venti),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.075.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giulio Romano: An Act of Clemency of a Roman Emperor on Prisoners of War (from the Palazzo del Te, Sala di Venti),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.077.D","","","1760-61","sheet:  17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study after Giovanni Benedetto Castiglione: Four Groups of Fauns (from the Collection of Console Smith),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.094.D","","","1760-61","sheet:  17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: The Filiation,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.57.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: The Shamefaced One,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.54.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: The Filiation,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.57.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: The Chinchillas,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.50.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: That Certainly Is Being Able to Read,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.29.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: That Certainly Is Being Able to Read,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.29.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: The Chinchillas,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.50.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Tantalus,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.09.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Tantalus,","http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.02.03.G","","","1797-1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 26.2 x 20 cm. (10 5/16 x 7 7/8 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Tale-Bearers -- Blasts of Wind,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.48.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Tantalus,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.09.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","The Disasters of War: Ravages of War,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.30.G","","","1863","plate: 14 x 17 cm. (5 1/2 x 6 11/16 in); sheet: 25 x 34.3 cm. (9 13/16 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Ravages of War,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.30.G","","","1814-20","plate: 14 x 17 cm. (5 1/2 x 6 11/16 in); sheet: 21.8 x 31.8 cm. (8 9/16 x 12 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study After Giovanni Lanfranco: The Death of St. Francis (from Silomarino College, Duke della Torre),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.022.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giovanni Benedetto Castiglione: Two Studies of the Resurrection of Lazarus (from the Collection of Console Smith),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.095.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Federico Baroccio: Madonna with the Cat (from the Pitti Palace),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.038.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Carlo Loth: The Martyrdom of St. Gerard (from St. Giustina),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.089.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: The Shamefaced One,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.54.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study After Giovanni da San Giovanni: Venus Combing the Hair of Cupid (from the Pitti Palace); Study After Andrea del Sarto: Madonna del Sacco (from the Santi Annunziata),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.043a-b.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giovanni Lanfranco: St. Mark Surrounded by Angels (from the Church of Holy Apostles),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.021.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: They Carried Her Off!,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.08.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study After Giovanni Coli and Filippo Gherardi: Allegory of the Wisdom of the Government of Venice (Minerva) (from the Library of the Convent of San Giorgio),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.099.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giovanni Coli and Filippo Gherardi: Allegory of the Wisdom of the Government of Venice (Minerva) (from the Library of the Convent of San Giorgio),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.100.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","The Disasters of War: Rabble,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.28.G","","","1863","plate: 17.5 x 21.5 cm. (6 7/8 x 8 7/16 in); sheet: 25 x 34.3 cm. (9 13/16 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Rabble,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.28.G","","","1814-20","plate: 17.5 x 21.5 cm. (6 7/8 x 8 7/16 in); sheet: 22.2 x 31.1 cm. (8 3/4 x 12 1/4 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Perhaps They Are of Another Breed,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.61.G","","","1863","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.8 x 34.2 cm. (9 3/4 x 13 7/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Perhaps They Are of Another Breed,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.61.G","","","1814-20","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 21.8 x 32 cm. (8 9/16 x 12 5/8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: One Can't Tell Why,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.35.G","","","1863","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 25 x 34.2 cm. (9 13/16 x 13 7/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: One Can't Tell Why,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.35.G","","","1814-20","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 22 x 31.1 cm. (8 11/16 x 12 1/4 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Widow and the Orphans,","http://images.nortonsimon.org/viewer/index.php?id=M.1979.41.1.P","","","c.1910","41-1/8 x 32-7/8 in. (104.5 x 83.5 cm)","","French","","Jean-Louis Forain","Norton Simon Art Foundation"
"","","The Disasters of War: One Can't Look,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.26.G","","","1863","plate: 14.5 x 21 cm. (5 11/16 x 8 1/4 in); sheet: 25 x 34.3 cm. (9 13/16 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: One Can't Look,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.26.G","","","1814-20","plate: 14.5 x 21 cm. (5 11/16 x 8 1/4 in); sheet: 22.2 x 31.1 cm. (8 3/4 x 12 1/4 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Hidden Truth,","","","","c. 1900-1905","19-11/16 x 24 in. (50.0 x 61.0 cm)","","French","","Jean-Louis Forain","Norton Simon Art Foundation"
"","","Head of a Woman with Veil,","http://images.nortonsimon.org/viewer/index.php?id=M.1997.1.3.P","","","c. 1878-1880","13-7/8 x 10-7/8 in. (35.2 x 27.6 cm)","","French","","Jean-Louis Forain","Norton Simon Art Foundation, Gift of Jennifer Jones Simon"
"","","At the Evening Party: Woman in White with a Fan,","","","","1883-1884","21-3/4 x 18 in. (55.2 x 45.7cm)","","French","","Jean-Louis Forain","Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon"
