"artist_URI","description","object_uri","Artwork_Title","image_url","birth_date","death_date","date","dimensions_inch","medium_uri","medium","Nationality_URI","nationality","artist_appellation_uri","name","credit_line"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/18155/resize:format$003dfull","1878","1956","6/13/1924","10 1/2 x 8 1/4","","graphite on paper","","American","","Blanche Lazzell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/18156/resize:format$003dfull","1878","1956","6/13/1924","10 1/2 x 8 1/4","","graphite on paper","","American","","Blanche Lazzell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/18157/resize:format$003dfull","1878","1956","6/13/1924","10 1/2 x 8 1/4","","graphite on paper","","American","","Blanche Lazzell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/18158/resize:format$003dfull","1878","1956","6/13/1924","10 1/2 x 8 1/4","","graphite on paper","","American","","Blanche Lazzell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/18159/resize:format$003dfull","1878","1956","6/13/1924","10 1/2 x 8 1/4","","graphite on paper","","American","","Blanche Lazzell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/18160/resize:format$003dfull","1878","1956","6/13/1924","10 1/2 x 8 1/4","","graphite on paper","","American","","Blanche Lazzell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/18161/resize:format$003dfull","1878","1956","6/13/1924","10 1/2 x 8 1/4","","graphite on paper","","American","","Blanche Lazzell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/29350/resize:format$003dfull","NA","NA","n.d.","sheet: 14 3/4 x 21 3/4","","oil on paper","","NA","","NA","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/29351/resize:format$003dfull","NA","NA","n.d.","sheet: 14 x 12","","ink on paper","","NA","","NA","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/22339/resize:format$003dfull","1858","1949","n.d.","13 1/8 x 10 3/4","","graphite highlighted in white ink on paper","","American","","E. A. Burbank","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray."
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/22340/resize:format$003dfull","1858","1949","n.d.","14 1/4 x 11 1/4","","graphite on paper","","American","","E. A. Burbank","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray."
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/26238/resize:format$003dfull","1903","1972","n.d.","12 x 9","","fiberboard panel with a black and white magazine photo of Joyce in parka partially stained orange over French, German and Dutch text pages, blue and red pencil lines, blue staining at top, right and bottom; verso covered with mailla paper stained blue mostly covered by German-Latin text page, detail of illustration of fork, knife and spoon at upper left","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens.  Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/26242/resize:format$003dfull","1903","1972","n.d.","12 x 9","","on the rough side of a fiberboard panel: photostat of black and white photo of close-up of medieval/ramanesque grill-work showing a deer entwined in arabesques, stained blue and pink overall; verso covered with paper stained brown and purple","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens.  Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/26276/resize:format$003dfull","1903","1972","n.d.","12 x 9","","on fiberboard panel: black and white magazine photo of shuttered windows in brick wall with detail of magazine photo of tree sgainst cloudy blue sky, manilla paper stained dark blue around edges; verso covered with manilla paper stained dark blue","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/26254/resize:format$003dfull","1903","1972","n.d.","11 15/16 x 8 15/16","","on rough side of fiberboard panel: photograph of bust-length female nude with braid, side view, with constellation diagrams in hair, manilla paper border along right and bottom edges, stained blue over-all; verso covered with mailla paper unevenly stained dark blue","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/26258/resize:format$003dfull","1903","1972","November 13, 1967","12 x 9","","on rough side of fiberboard panel: paper stained blue with darker stains at center and edges, magazine photo of house-shaped clock at center stained blue-green, detail of bird at center right, book cutout of constellation Cassiopeia at upper center, incised and white graphite lines; verso covered with paper unevenly stained blue","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/26266/resize:format$003dfull","1903","1972","n.d.","12 x 9","","fiberboard panel with a photo attached","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/26270/resize:format$003dfull","1903","1972","n.d.","4 1/2 x 4 1/4","","fiberboard panel with a photo attached","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/26273/resize:format$003dfull","1903","1972","n.d.","9 x 12","","fiberboard panel with a photo attached","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/28077/resize:format$003dfull","NA","NA","n.d.","8 1/4 x 5 5/8","","watercolor on paper","","American","","Harry L. Chorlton","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Betty Southam"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/28079/resize:format$003dfull","NA","NA","n.d.","8 1/4 x 5 5/8","","watercolor on paper","","American","","Harry L. Chorlton","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Betty Southam"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/28080/resize:format$003dfull","NA","NA","n.d.","11 x 7 5/8","","watercolor on paper","","American","","Harry L. Chorlton","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Betty Southam"
"","NA","","Untitled","http://emuseum.huntington.org/internal/media/dispatcher/28489/resize:format$003dfull","1846","1918","ca. 1908","sheet: 4 13/16 x 7 7/16","","watercolor on paper","","American","","Joseph Basil Girard","The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill"
"","NA","","Untitled (Laurel?)","http://emuseum.huntington.org/internal/media/dispatcher/26246/resize:format$003dfull","1903","1972","March 10, 1969","12 1/16 x 9 1/16","","on the rough side of a fiberboard panel: photoprint of backyard Quince tree with some light brown and orange staining, paper border stained dark brown, brown and orange, black ink and yellow pencil lines; verso covered with olive colored paper","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Untitled (Waldo Pierce)","http://emuseum.huntington.org/internal/media/dispatcher/31090/resize:format$003dfull","1908","1978","ions: sheet: 18 1/4 x 13 1/4 in. (46.4 x 33.7 cm.)
platemark: 15 1/4 x 10 3/4 in. (38.7 x 27.3 cm.)","NA","","2012.5.21","","American","","Don Freeman","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone"
"","NA","","Untitled (Waldo Pierce)","http://emuseum.huntington.org/internal/media/dispatcher/31092/resize:format$003dfull","1908","1978","n.d.","sheet: 18 1/4 x 13 1/4","","graphite on paper","","American","","Don Freeman","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone"
"","NA","","Untitled (William Glackens)","http://emuseum.huntington.org/internal/media/dispatcher/31083/resize:format$003dfull","1908","1978","n.d.","sheet: 18 1/4 x 13 1/4","","graphite on paper","","American","","Don Freeman","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone"
"","NA","","Untitled (William Glackens)","http://emuseum.huntington.org/internal/media/dispatcher/31085/resize:format$003dfull","1908","1978","n.d.","sheet: 18 1/4 x 13 1/4","","graphite on paper","","American","","Don Freeman","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone"
"","NA","","Untitled (William Glackens)","http://emuseum.huntington.org/internal/media/dispatcher/31087/resize:format$003dfull","1908","1978","n.d.","sheet: 18 1/4 x 13 1/4","","graphite on paper","","American","","Don Freeman","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone"
"","NA","","Vagabond at Rest","http://emuseum.huntington.org/internal/media/dispatcher/16202/resize:format$003dfull","1819","1869","1849","8 1/4 x 8 1/4","","watercolor and graphite on paper","","American","","James H. Cafferty","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Valley Floor, with View of Cathedral Spires","http://emuseum.huntington.org/internal/media/dispatcher/28303/resize:format$003dfull","1833","1909","1871","9 x 6 1/4","","graphite heightened with Chinese white on paper","","American","","James David Smillie","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Vallombrosa","http://emuseum.huntington.org/internal/media/dispatcher/18015/resize:format$003dfull","1816","1872","1847","11 1/2 x 17","","graphite on buff paper","","American","","John Frederick Kensett","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","Charles Demuth is best known for his dynamic paintings of fire engines and grain elevators done in a Precisionist style similar to that of Charles Sheeler (whose work is on view elsewhere in this gallery). However, he also loved New York and adopted the city's nightlife as one of his subjects. In Vaudeville: Two Men he used vivid colors and a sensuous, fluid style to depict a painted backdrop and suggest the movement of two dancers from a variety show. A deft stroke of the artist's pencil gives the dancer on the left a witty wink.","","Vaudeville: Two Men","http://emuseum.huntington.org/internal/media/dispatcher/21517/resize:format$003dfull","1883","1935","ca. 1916","NA","","watercolor and graphite on paper","","American","","Charles Demuth","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Margery and Maurice Katz"
