" name"," foot"," position"," height"
" Zac Thompson"," Right"," M"," 181"
" Nacho Fernández"," Left"," D"," 180"
" Stephen McDonnell"," Right"," M"," 176"
" Jordan Brown"," Left"," D"," 162"
" Max"," Right"," D"," 179"
" Ha Kang Jin"," Right"," GK"," 193"
" Tolga Cigerci"," Right"," M"," 185"
" Liam Moore"," Right"," D"," 176"
" Jeffrey Schlupp"," Left"," A"," 178"
" Jason Morrison"," Right"," M"," 183"
" Muhamed Bešić"," Right"," D"," 177"
" Cyrus Christie"," Right"," D"," 182"
" Gael Bigirimana"," Right"," M"," 177"
" Harry Novillo"," Right"," A"," 182"
" Loris Néry"," Right"," D"," 174"
" Josh Carson"," Left"," M"," 175"
" Richard Smallwood"," Right"," M"," 180"
" Kieron Freeman"," Right"," D"," 184"
" Alessandro Crescenzi"," Right"," D"," 178"
" Max Ehmer"," Right"," D"," 188"
" Jordan Obita"," Left"," A"," 180"
" Curtis Nelson"," Right"," D"," 183"
" Carl Jenkinson"," Right"," D"," 185"
" Kevin Visser"," Right"," M"," 182"
" George Baldock"," Right"," M"," 177"
" Moritz Leitner"," Right"," M"," 176"
" Aleksandar Stankov"," Right"," A"," 183"
" Mateusz Prus"," Right"," GK"," 187"
" Conor Winn"," Right"," GK"," 197"
" Danilo Pereira"," Right"," M"," 187"
" Josh Morris"," Left"," D"," 180"
" Christophe Bertjens"," Right"," M"," 182"
" Deniz Yilmaz"," Right"," A"," 182"
" Mario Erb"," Right"," D"," 182"
" Sven Schipplock"," Right"," A"," 186"
" Aaron McCarey"," Right"," GK"," 185"
" Lucas"," Right"," M"," 172"
" Mike Könnecke"," Right"," A"," 174"
" Christoph Hemlein"," Right"," A"," 181"
" Denis Thomalla"," Right"," A"," 186"
" Aykut Özer"," Right"," GK"," 189"
" Gary Kelly"," Left"," M"," 175"
" Anders Svensson"," Right"," M"," 178"
" Conor Shanosky"," Right"," M"," 193"
" Victor Pineda"," Right"," M"," 180"
" Ahmed Abdulla"," Right"," M"," 174"
" Giannis Potouridis"," Left"," D"," 182"
" Hugo Leal"," Right"," M"," 180"
" Arvid Schenk"," Right"," GK"," 193"
" Alexandru Antoniuc"," Right"," A"," 180"
" Marco Djuricin"," Right"," A"," 181"
" Brecht Dejaegere"," Right"," M"," 173"
" Steve Leo Beleck"," Right"," A"," 188"
" Ousmane Sy"," Right"," A"," 187"
" Daniel McGuinness"," Right"," A"," 174"
" Dominik Kaiser"," Right"," M"," 171"
" Thorben Stadler"," Left"," D"," 180"
" Timo Kern"," Right"," M"," 178"
" Callum Booth"," Left"," D"," 180"
" Ryan Dow"," Right"," A"," 179"
" Birahim Diop"," Right"," M"," 191"
" Nick Powell"," Right"," M"," 183"
" Ben Garratt"," Right"," GK"," 185"
" Davy Armstrong"," Right"," M"," 178"
" Edson Edward"," Right"," D"," 183"
" Zacharie Boucher"," Right"," GK"," 178"
" Taras Burlak"," Right"," D"," 191"
" Aïssa Mandi"," Right"," D"," 181"
" Mickaël Le Bihan"," Right"," M"," 184"
" Paíto"," Left"," D"," 172"
" Morata"," Right"," A"," 187"
" Ravel Morrison"," Left"," M"," 180"
" Sergey Sipatov"," Right"," A"," 180"
" Ádám Pintér"," Right"," M"," 190"
" Luke Hubbins"," Right"," D"," 184"
" Doneil Henry"," Right"," D"," 188"
" Tim Murray"," Right"," GK"," 188"
" Adam Thompson"," Right"," D"," 188"
" Simone Sini"," Left"," D"," 183"
" Afriyie Acquah"," Right"," M"," 179"
" Diego Jiménez"," Right"," D"," 182"
" Sean Stewart"," Right"," M"," 176"
" Tom Barkhuizen"," Right"," A"," 178"
" Thibault Moulin"," Right"," M"," 173"
" Mario Barić"," Right"," D"," 185"
" Stefan Pointner"," Right"," GK"," 185"
" Robert Zulj"," Right"," A"," 189"
" Molina"," Right"," M"," 178"
" Nicola Leali"," Right"," GK"," 188"
" Nigel Hasselbaink"," Right"," A"," 178"
" Bashkim Kadrii"," Right"," A"," 176"
" Camillo Ciano"," Right"," A"," 181"
" Gabriel Torje"," Right"," M"," 167"
" Fegor Ogude"," Right"," M"," 180"
" Grant Adam"," Right"," GK"," 185"
" Thomas Kind Bendiksen"," Left"," M"," 180"
" Ross Perry"," Right"," D"," 183"
" Kyle Hutton"," Right"," M"," 189"
" Frederik Sørensen"," Right"," D"," 194"
" Jon Kempin"," Right"," GK"," 185"
" Miranda"," Right"," GK"," 190"
" Felice Natalino"," Right"," D"," 185"
" Cristiano Biraghi"," Left"," D"," 179"
" Andrea Romanò"," Right"," M"," 178"
" Alessio Campagnacci"," Right"," A"," 173"
" Aaron Forde"," Right"," M"," 177"
" Matt Doherty"," Right"," D"," 180"
" Gary Shaw"," Right"," A"," 178"
" Samir Belhout"," Right"," A"," 175"
" Wilfried Rother"," Right"," D"," 183"
" Paulo Júnior"," Right"," A"," 170"
" George Moncur"," Right"," M"," 179"
" Faouzi Ghoulam"," Right"," D"," 186"
" Geoffrey Kondogbia"," Left"," M"," 188"
" Arne Naudts"," Right"," A"," 186"
" Patrick McEleney"," Left"," A"," 175"
" Rory Kelly"," Right"," GK"," 179"
" Michael McCrudden"," Right"," M"," 177"
" Daniel Lafferty"," Left"," D"," 186"
" James Henry"," Right"," M"," 176"
" Ryan Kinne"," Right"," A"," 173"
" Gastón Ramirez"," Left"," M"," 183"
" Juan Carlos"," Left"," A"," 178"
" Francis Massampu"," Right"," A"," 178"
" Steven Zellner"," Right"," A"," 186"
" Mathieu Deplagne"," Right"," D"," 180"
" Marco Capuano"," Left"," D"," 185"
" Markus Mendler"," Right"," M"," 173"
" Moreira"," Right"," M"," 171"
" Jorge Ribeiro"," Left"," M"," 172"
" Shefki Kuqi"," Right"," A"," 188"
" Grant Holt"," Right"," A"," 183"
" Hélder Postiga"," Right"," A"," 182"
" Garabato"," Right"," GK"," 187"
" Cyril Hennion"," Left"," M"," 176"
" Nicola Sansone"," Right"," A"," 173"
" Ermin Bicakcic"," Right"," D"," 185"
" Wes Knight"," Right"," D"," 180"
" Philippe Davies"," Right"," M"," 183"
" Russell Teibert"," Left"," D"," 170"
" Gershon Koffie"," Right"," M"," 180"
" Omar Salgado"," Left"," A"," 193"
" Robbie Brady"," Left"," M"," 175"
" Daniel Johnson"," Left"," M"," 174"
" Dario Tadić"," Right"," A"," 177"
" Kennedy Ugoala Nwanganga"," Right"," A"," 188"
" Blair Adams"," Left"," D"," 180"
" Jackson Ramm"," Right"," D"," 182"
" Andre Wisdom"," Right"," D"," 186"
" William Keane"," Right"," A"," 187"
" Michele Camporese"," Right"," D"," 186"
" Nicky Ajose"," Right"," A"," 180"
" Martin Hinteregger"," Left"," D"," 184"
" Kevin Kraus"," Right"," D"," 190"
" Callum Harriott"," Left"," A"," 165"
" Gabriel"," Right"," GK"," 193"
" Kim Dong Woo"," Right"," D"," 189"
" Jordan Garcia Calvete"," Right"," M"," 180"
" Anthony Limbombe Ekango"," Right"," M"," 175"
" Zac MacMath"," Right"," GK"," 188"
" Roberto Firmino"," Right"," M"," 180"
" Ethan Ebanks-Landell"," Right"," M"," 169"
" Ethan White"," Right"," D"," 183"
" Akihiro Ienaga"," Left"," A"," 173"
" Akwasi Asante"," Right"," A"," 183"
" Jonathan Schmid"," Right"," M"," 179"
" Federico Fernández"," Right"," D"," 189"
" César Peixoto"," Left"," M"," 182"
" Sabo"," Left"," D"," 186"
" John Flanagan"," Right"," D"," 179"
" Loïc Landre"," Right"," D"," 182"
" Conor Murphy"," Right"," A"," 179"
" Craig Sexton"," Right"," GK"," 181"
" Roberto Lopes"," Right"," D"," 182"
" Kilian Pruschke"," Right"," GK"," 181"
" Stephen McLaughlin"," Left"," M"," 175"
" Alpha Bâ"," Right"," D"," 190"
" Conor Coady"," Right"," M"," 184"
" Benik Afobe"," Right"," A"," 183"
" Ryo Miyaichi"," Right"," A"," 183"
" Sinisa Anđelković"," Right"," D"," 186"
" Jasmin Kurtić"," Right"," M"," 186"
" Kofi Sarkodie"," Right"," D"," 173"
" Zarek Valentin"," Right"," D"," 180"
" Will Bruin"," Right"," A"," 188"
" Darlington Nagbe"," Right"," A"," 175"
" Johannes Geis"," Right"," M"," 181"
" Felix Klaus"," Right"," M"," 179"
" Ricardo Costa"," Right"," D"," 183"
" Douglas"," Right"," D"," 186"
" Michael Tetteh"," Left"," D"," 173"
" Billy Clifford"," Right"," D"," 168"
" Marvin Knoll"," Left"," M"," 184"
" Alfredo Morales"," Right"," M"," 183"
" Matthias Ostrzolek"," Left"," D"," 178"
" Tom Heinemann"," Right"," A"," 193"
" Freddie Warren"," Right"," M"," 178"
" Jordan Cousins"," Right"," D"," 177"
" Elian Parrino"," Right"," D"," 189"
" Muhamed Džakmić"," Right"," M"," 178"
" Mateas Delić"," Left"," A"," 176"
" Cameron Watson"," Right"," M"," 182"
" Nacho Cases"," Left"," M"," 174"
" Ekiza"," Right"," D"," 180"
" Wálter Chalá"," Right"," A"," 179"
" Jore Trompet"," Right"," M"," 180"
" Jalil Anibaba"," Right"," D"," 183"
" Levi Houapeu"," Right"," M"," 173"
" Perry Kitchen"," Right"," D"," 183"
" Julian Draxler"," Right"," M"," 185"
" Josip Mikulic"," Right"," D"," 185"
" Michael Boxall"," Right"," D"," 188"
" Josh Williams"," Right"," D"," 188"
" Michael Nanchoff"," Left"," M"," 173"
" Joao Plata"," Right"," A"," 160"
" Marcos Paullo"," Left"," M"," 174"
" Amadou Soukouna"," Right"," A"," 182"
" Jordan Slew"," Left"," A"," 178"
" George Long"," Right"," GK"," 183"
" Dimitri Petratos"," Right"," A"," 178"
" A.J. Soares"," Right"," D"," 183"
" Stephen McCarthy"," Right"," M"," 193"
" Alan Koger"," Right"," A"," 188"
" Chris Korb"," Right"," D"," 175"
" Joe Willis"," Right"," GK"," 196"
" Michael Farfan"," Right"," D"," 175"
" C.J. Sapong"," Right"," A"," 185"
" Konrad Warzycha"," Left"," M"," 185"
" Rich Balchan"," Right"," M"," 183"
" Justin Meram"," Right"," M"," 185"
" Cole Grossman"," Right"," M"," 183"
" Bernardo Anor"," Left"," M"," 180"
" Paolo Cardozo"," Right"," M"," 165"
" Hector Jimenez"," Right"," M"," 175"
" Bobby Warshaw"," Right"," M"," 183"
" Corey Hertzog"," Right"," A"," 183"
" Tyler Lassiter"," Left"," D"," 183"
" Victor Estupiñán"," Right"," A"," 178"
" Eddie Ababio"," Right"," D"," 180"
" Servando Carrasco"," Right"," M"," 178"
" Anthony Ampaipitakwong"," Right"," M"," 173"
" Simon Zoller"," Right"," A"," 179"
" Lim Ha Ram"," Right"," D"," 186"
" Lee Yong"," Right"," D"," 187"
" Noh Haeng Seok"," Right"," D"," 185"
" Kim Soo Beom"," Right"," D"," 175"
" Koh Eun Seong"," Right"," D"," 173"
" Kim Sung Min"," Right"," A"," 175"
" Park Gi Dong"," Right"," A"," 191"
" Kim Dong Sub"," Right"," A"," 188"
" Yoo Jong Hyun"," Right"," A"," 195"
" Yoo Dong Min"," Right"," A"," 191"
" Kim Seong Min"," Right"," M"," 185"
" Jo Sang Jun"," Right"," GK"," 187"
" Kim Ho Nam"," Right"," M"," 178"
" Jo Woo Jin"," Right"," M"," 176"
" Jeong Woo In"," Right"," D"," 184"
" Lim Sun Young"," Right"," M"," 185"
" Lee Sueng Ki"," Right"," M"," 177"
" Ahn Dong Hyeog"," Right"," M"," 175"
" Park Hee Sung"," Right"," M"," 170"
" Park Hyun"," Right"," M"," 175"
" Kim Eun Sun"," Right"," M"," 181"
" Cian Bolger"," Right"," D"," 194"
" Timothy Chandler"," Right"," D"," 186"
" Danny Murphy"," Right"," M"," 175"
" Facundo Quignon"," Left"," M"," 174"
" Matty Harriott"," Right"," M"," 176"
" Eric Dier"," Right"," D"," 188"
" Josue Soto"," Right"," M"," 174"
" Alex Dixon"," Right"," M"," 173"
" Thomas Meunier"," Right"," A"," 191"
" Henri Eninful"," Left"," M"," 182"
" Daniel Offenbacher"," Left"," M"," 176"
" Ben Sippola"," Right"," M"," 173"
" Kevin Taelemans"," Right"," D"," 190"
" Fernando Uribe"," Left"," A"," 181"
" Richie Towell"," Right"," M"," 173"
" David Bingham"," Right"," GK"," 188"
" Morato"," Left"," A"," 170"
" Lucas"," Right"," D"," 194"
" Jair"," Left"," A"," 178"
" Tommy Carroll"," Right"," M"," 177"
" Fries Deschilder"," Right"," M"," 181"
" Giuseppe Prestia"," Right"," D"," 186"
" Francesco Ardizzone"," Right"," M"," 180"
" Apostolos Vellios"," Right"," A"," 191"
" Christopher Wernitznig"," Left"," M"," 179"
" Stevie May"," Right"," A"," 178"
" William Gros"," Right"," A"," 180"
" Josh Ruffels"," Left"," M"," 178"
" Michael Harriman"," Right"," D"," 175"
" Thorsten Röcher"," Left"," A"," 181"
" Leigh Griffiths"," Left"," A"," 170"
" Jean-Christophe Bahebeck"," Right"," A"," 182"
" Ivan Parlov"," Left"," M"," 184"
" Esmaël Gonçalves"," Right"," A"," 182"
" Daniel Keat"," Right"," M"," 180"
" Ryan Thomas"," Left"," D"," 175"
" Dustin McCarty"," Right"," M"," 178"
" Teddy Schneider"," Left"," D"," 168"
" Miguel López"," Right"," A"," 175"
" Ryan Richter"," Right"," D"," 188"
" Andrew Sousa"," Right"," M"," 183"
" Kevin Stephan"," Right"," A"," 184"
" Mike Jones"," Left"," D"," 188"
" Josh Ford"," Right"," GK"," 185"
" Šaćir Hot"," Right"," D"," 185"
" Nadson"," Left"," D"," 190"
" Alejandro Martinuccio"," Left"," A"," 172"
" Blake Brettschneider"," Right"," A"," 183"
" Stefano Giacomelli"," Right"," A"," 168"
" Ben McKenna"," Right"," M"," 180"
" Syarhey Kislyak"," Right"," M"," 185"
" Gastón Puerari"," Right"," A"," 173"
" Lloyd Palun"," Right"," M"," 184"
" Francesco De  Rose"," Right"," M"," 172"
" Thulani Serero"," Right"," M"," 164"
" Ko Moo Youl"," Right"," A"," 185"
" Kim Oh Gyu"," Right"," D"," 183"
" Willy Boly"," Right"," D"," 191"
" Benjamin Morel"," Right"," A"," 181"
" Chris Agorsor"," Right"," A"," 175"
" Chris Kettings"," Right"," GK"," 191"
" Nick Soolsma"," Right"," A"," 178"
" Korey Veeder"," Right"," D"," 180"
" Connor Ripley"," Right"," GK"," 180"
" Joe Newell"," Right"," M"," 180"
" Daniel Ledwith"," Left"," M"," 175"
" Franco Coria"," Right"," D"," 182"
" Eric Gehrig"," Right"," M"," 185"
" Richard Sánchez"," Right"," GK"," 191"
" Kevin Ellis"," Right"," D"," 175"
" Alessandro Berardi"," Right"," GK"," 185"
" Nathan Byrne"," Right"," D"," 183"
" Christopher Forrester"," Right"," M"," 176"
" Billy Knott"," Left"," A"," 173"
" Rory Gartlan"," Right"," M"," 182"
" Cillian Morrison"," Right"," A"," 183"
" Eduardo Da Silva"," Right"," M"," 179"
" Nick Van Belle"," Right"," A"," 192"
" Jake Carroll"," Left"," D"," 183"
" Thomas Boyle"," Right"," D"," 182"
" Jannick Vestergaard"," Left"," D"," 199"
" Bilal Duckett"," Right"," D"," 188"
" Jeb Brovsky"," Right"," D"," 185"
" Brian Sylvestre"," Right"," GK"," 196"
" Long Tan"," Right"," A"," 185"
" Jorge Perlaza"," Right"," A"," 178"
" Karim Bellarabi"," Right"," A"," 183"
" Sergey Ponomarenko"," Right"," D"," 188"
" Pavel Novitskiy"," Right"," D"," 187"
" Volodymyr Priyomov"," Right"," M"," 183"
" Dejan Rusmir"," Right"," M"," 184"
" Basel Mansour Abdulfattakh"," Right"," D"," 184"
" Joseph Dichiara"," Right"," M"," 185"
" Kevin Müller"," Right"," GK"," 188"
" Keith Buckley"," Right"," M"," 177"
" Édson Rivera"," Right"," A"," 180"
" Benjamin Siegrist"," Right"," GK"," 194"
" Yaya Touré"," Right"," M"," 187"
" Miloš Stojčev"," Left"," M"," 175"
" Mamadou Danso"," Right"," D"," 191"
" Darragh Duggan"," Right"," A"," 186"
" Kalif Alhassan"," Right"," A"," 178"
" Freddie Braun"," Right"," M"," 178"
" Jake Gleeson"," Right"," GK"," 191"
" Chris Taylor"," Right"," D"," 185"
" Spencer Thompson"," Right"," A"," 180"
" Brian Umony"," Right"," A"," 173"
" Oliver Hofmann"," Right"," M"," 179"
" Neeskens Kebano"," Right"," A"," 170"
" Paraskevas Pantazopoulos"," Right"," D"," 183"
" Alec Dufty"," Right"," GK"," 196"
" Bryan De la Fuente"," Right"," M"," 180"
" Alex Riggs"," Right"," GK"," 193"
" Steven Emory"," Right"," M"," 188"
" Kim Jun Yub"," Right"," A"," 178"
" Park Jin Po"," Right"," D"," 173"
" Lim Se Hyun"," Right"," A"," 178"
" Yong Hyun Jin"," Right"," D"," 179"
" Sim Jae Myung"," Right"," A"," 181"
" Kim Duck Il"," Right"," A"," 178"
" Choi Hyun Tae"," Right"," M"," 179"
" Kang Jung Hun"," Right"," A"," 176"
" Lee Jae An"," Right"," A"," 181"
" Han Il Koo"," Right"," GK"," 194"
" Yoon Seung Hyeon"," Right"," M"," 177"
" Lee Dong Nyck"," Right"," D"," 184"
" Choi Bo Kyung"," Right"," D"," 184"
" Kim Jong Gook"," Right"," M"," 179"
" Yun Il Lok"," Right"," A"," 178"
" Han Kyung In"," Right"," A"," 180"
" Kim Sun Kyu"," Right"," GK"," 185"
" Sin Se gye"," Right"," D"," 178"
" Cho Ji Hun"," Right"," M"," 188"
" Lee Jae Il"," Right"," M"," 174"
" Lee Jong Sung"," Right"," M"," 187"
" Shin Kyung Mo"," Right"," A"," 177"
" Han Ji Ho"," Right"," A"," 179"
" Choi Jin Ho"," Right"," A"," 170"
" Lee Won Kyu"," Right"," D"," 181"
" Kim Ji Hwan"," Right"," GK"," 186"
" Yoon Dong Min"," Right"," A"," 176"
" Kim Dae Ho"," Right"," D"," 180"
" Shin Jin Ho"," Right"," M"," 177"
" Jeong Jung Seok"," Right"," A"," 190"
" Ryu Won Woo"," Right"," GK"," 185"
" Lee Jong Ho"," Right"," A"," 180"
" Gong Young Sun"," Right"," A"," 179"
" Paik Sun Kyu"," Right"," GK"," 189"
" Park Tae Su"," Right"," D"," 185"
" Lee Jong Hyun"," Right"," M"," 175"
" Han Kyo Won"," Right"," A"," 182"
" Yoo Joon Soo"," Right"," A"," 184"
" Joo Hyun Jae"," Right"," D"," 180"
" Cho Beom Seok"," Right"," M"," 182"
" Mark Kennedy"," Left"," D"," 180"
" Ahn Jae Hoon"," Right"," D"," 187"
" Kim Min Koo"," Right"," A"," 184"
" Kim Kee Hee"," Right"," M"," 187"
" Kim Dae Yeol"," Right"," M"," 177"
" Yang Han Been"," Right"," GK"," 194"
" Kim Jin Hwan"," Right"," D"," 186"
" Lee Min Kyu"," Right"," D"," 176"
" Yang Jung Min"," Right"," A"," 179"
" Jung Sung Min"," Right"," A"," 184"
" Park Tae Woong"," Right"," M"," 170"
" Hwang Jae Hoon"," Right"," D"," 185"
" Bai Zijian"," Left"," A"," 175"
" Hwang Hoon Hee"," Left"," A"," 177"
" Park Min Keun"," Right"," M"," 178"
" Lee Woong Hee"," Right"," D"," 182"
" Kim Do Yeon"," Right"," M"," 174"
" Kim Joo Hyung"," Left"," A"," 180"
" Kim Jin Man"," Right"," D"," 188"
" Jeon Sang Hoon"," Left"," D"," 175"
" Darren Cole"," Right"," D"," 189"
" Park Jung Hoon"," Right"," M"," 180"
" Petar Filipovic"," Left"," M"," 188"
" Joe Riley"," Right"," D"," 183"
" Reece Brown"," Right"," D"," 191"
" Diego Chará"," Right"," M"," 172"
" Ryan Tunnicliffe"," Right"," M"," 183"
" Bernie Ibini-Isei"," Right"," A"," 189"
" Ryan McBride"," Right"," D"," 179"
" Orr Barouch"," Left"," A"," 188"
" Leonardo Bittencourt"," Right"," M"," 171"
" Thomas Monconduit"," Right"," D"," 180"
" Marcel Franke"," Right"," D"," 193"
" Maik Kegel"," Right"," M"," 183"
" Sascha Pfeffer"," Right"," M"," 176"
" Robert Koch"," Right"," A"," 182"
" Tosan Popo"," Right"," A"," 170"
" Dimitri Foulquier"," Right"," D"," 183"
" Gianluca Zavarise"," Right"," M"," 182"
" Santiago Prim"," Right"," M"," 178"
" Arnaud De Greef"," Right"," D"," 183"
" Conor Laerenbergh"," Right"," A"," 179"
" James Jeggo"," Right"," A"," 179"
" Sean Russell"," Left"," M"," 178"
" Gavin Colton"," Right"," D"," 178"
" Harry Maguire"," Right"," D"," 188"
" Scott Wootton"," Right"," D"," 186"
" Oscar Cordon"," Right"," M"," 175"
" Thorne Holder"," Right"," GK"," 193"
" Gabriel Farfan"," Right"," D"," 178"
" Max Clayton"," Right"," A"," 180"
" Dmitriy Kostyaev"," Right"," M"," 176"
" Oliver Turton"," Right"," D"," 180"
" Roman Kasyanov"," Right"," A"," 186"
" Caspar Hughes"," Right"," M"," 170"
" Cidinho"," Right"," M"," 169"
" Marcão"," Right"," A"," 180"
" Jake Barker-Daish"," Right"," M"," 179"
" Georg Teigl"," Left"," A"," 178"
" Adam Smith"," Right"," GK"," 180"
" Cristian Nazarit"," Right"," A"," 186"
" Otto Loewy"," Right"," D"," 178"
" Ashtone Morgan"," Left"," D"," 180"
" Matt Stinson"," Right"," M"," 178"
" Matt Luzunaris"," Right"," A"," 185"
" Ellis McLoughlin"," Left"," A"," 178"
" Éamon Zayed"," Right"," A"," 188"
" Julian Dudda"," Left"," D"," 193"
" Derrick Williams"," Left"," D"," 180"
" Mehdi Lazaar"," Right"," A"," 178"
" Terry Kennedy"," Right"," D"," 189"
" George Ray"," Right"," D"," 180"
" Ismaël Diomandé"," Right"," M"," 175"
" Daniel Davari"," Right"," GK"," 192"
" Benjamin Kessel"," Right"," D"," 191"
" Pascal Gos"," Left"," D"," 183"
" Jan Washausen"," Right"," M"," 185"
" Markus Unger"," Right"," M"," 180"
" Julius Reinhardt"," Right"," M"," 182"
" Marc Pfitzner"," Right"," M"," 183"
" Mathias Fetsch"," Right"," A"," 189"
" Tommie Hoban"," Right"," D"," 176"
" Chez Isaac"," Right"," M"," 178"
" Chris Jones"," Right"," D"," 183"
" Jamaal Lascelles"," Right"," D"," 188"
" Bobby Reid"," Right"," M"," 170"
" Christopher Tvrdy"," Right"," A"," 182"
" Daniel Devine"," Right"," D"," 183"
" Julian Wießmeier"," Right"," M"," 171"
" Chris Löwe"," Left"," D"," 171"
" Michael Koral"," Right"," A"," 180"
" Bigen Yala Lusala"," Right"," A"," 178"
" Gilberto"," Right"," A"," 178"
" Ebrahim Seedat"," Left"," A"," 176"
" Ayanda Patosi"," Right"," M"," 174"
" Nicolas Caraux"," Right"," GK"," 187"
" Manuel Zeitz"," Right"," M"," 180"
" Odise Roshi"," Right"," A"," 187"
" Bruno Andrade"," Right"," A"," 175"
" Jens Möckel"," Right"," D"," 188"
" Erdal Akdari"," Left"," D"," 184"
" Karim Aouadhi"," Right"," M"," 194"
" Mehmet Kara"," Right"," M"," 175"
